,kGraph,SPF,kShape,kMeans,Time2Feat,DTC,Reservoir,Affinity,Agglomerative,BIRCH,DBSCAN,Gauss.-Mixt.,HDBSCAN,MeanShift,MB-KMeans,OPTICS,Spectral,Ward,Train Size,Test Size,Length,No. of Classes,Type
ToeSegmentation2,0.384730201837712,0.2604060731887433,0.17982065008037482,0.0036596521484147564,0.02014085817069656,0.019871429179907946,0.165976377314476,0.114012361565732,0.0164799563888425,0.0336214467206945,0.0,-0.002417248475826,0.0100163626931609,0.0,-0.0023106966435902,0.0,0.0170107903488981,0.0336214467206945,36,130,343,2,MOTION
WordSynonyms,0.3028564505282606,0.3832243946855714,0.38898412776059477,0.3364038308519529,0.18223276706172245,0.18489374538658584,0.0149909755927624,0.3868162922378432,0.0372538910633733,0.4086196047141844,0.0,0.354152480315694,0.1299270520172105,0.0,0.3422912970538447,0.0,0.366407106982502,0.400367154281536,267,638,270,25,IMAGE
Fungi,0.968407953106435,0.3840444598755365,0.6825736044639166,0.8438430391145666,0.6933887447728894,0.6171722865995476,0.0,0.8512264326725801,0.8748974146412929,0.8419797516491505,0.0,0.7936986250337889,0.2559177353409937,0.0,0.8160694549961676,0.596871490489633,0.8259039447530914,0.850126201989347,18,186,201,18,OTHER
BirdChicken,0.23829184955718655,0.185978916842192,0.18977589457175864,0.02591024173818479,0.42151688526841563,0.09990288572439467,0.5005059097058637,-0.0041183098479486,-1.1553544663060258e-15,-0.0116464309346967,0.0,-0.0116464309346967,0.1608746464929597,0.0,-0.0021509415231558,0.010842530109458,0.0489963849927739,0.0324667007367797,20,20,512,2,IMAGE
SemgHandGenderCh2,0.002420978279987232,0.0160943666797619,0.03903881544726591,0.09679351754256726,0.031169176584799573,0.07612523470680234,0.0,0.0304291062006909,0.0007957239995098,-0.0002824523917251,0.0,-0.0005801431586087,0.0033536791248639,0.0,-0.0002824523917251,0.0,0.0754120728819528,0.0075326184179762,300,600,1500,2,SPECTRO
OliveOil,0.5742723114157051,0.6593725293643651,0.6291755457698193,0.6481926537456288,0.37894170333617605,7.57725934790093e-16,0.0,0.3741995056348944,0.1112586319355083,0.734901493005961,0.0,0.734901493005961,0.1440807482712028,0.0,0.734901493005961,0.5617989396756017,0.5841262263468766,0.734901493005961,30,30,570,4,SPECTRO
BME,0.5215085649572971,0.2232097909302966,0.29736381719116844,0.16399232883471798,0.3539902126477904,0.2187135551565411,0.1996969474565555,0.4272821666555952,0.1959750907002825,0.3640462925760502,0.0,0.4206513852489149,0.00599881364664,0.0,0.4076214837988237,0.1921187605384277,0.4076214837988237,0.3385184652002777,30,150,128,3,SIMULATED
LargeKitchenAppliances,0.016381849226835415,0.0308634626735626,0.13668839213723924,0.0229086253070405,0.046854153855787284,0.025564917162960766,0.0,0.0369045234860518,-3.198663223000928e-06,0.0449950072028557,0.0,0.022851612130568,0.0103129022674834,0.0047805177355814,0.0076603155394513,0.0146592758449897,0.0371706921569059,0.0234910654956149,375,375,720,3,DEVICE
SonyAIBORobotSurface2,0.26592764187064544,0.3607049476518984,0.10465747909474703,0.23783822696683682,0.3120298976462389,0.2843094687022439,0.0444099402600655,0.2503664070623921,0.2180542697733475,0.2159332517954577,0.0,0.2401171093850921,0.0123700412208106,0.0,0.2295179615898083,0.0,0.2180542697733475,0.2159332517954577,27,953,65,2,SENSOR
Lightning2,0.003711267016776455,0.0426071531138704,0.09929327979675293,0.029755618384393095,0.02573548135252172,0.06462090621403736,0.0077292691395285,0.0331915117020248,0.0059530950809094,0.1291404867183635,0.0,0.1972359422327825,0.0075287730001432,0.0,0.0587832569621207,0.0338819735236877,6.500004687495435e-05,0.1933024572296498,60,61,637,2,SENSOR
